Song Name,Closeness Score,Happy Score,Angry Score,Sad Score,Surprise Score,Fear Score,Prioritized Emotion,Artist Name,album,cleaned_lyrics,position
vigilante shit,0,0.23,0.06,0.23,0.26,0.23,Angry,Taylor Swift,Midnights,draw the cat eye sharp enough to kill a man you did some bad things but im the worst of them sometimes i wonder which onell be your last lie they say looks can kill and i might try i dont dress for women i dont dress for men lately ive been dressin for revenge  i dont start shit but i can tell you how it ends dont get sad get even so on the weekends i dont dress for friends lately ive been dressin for revenge  she needed cold hard proof so i gave her some she had the envelope where you think she got it from now she gets the house gets the kids gets the pride picture me thick as thieves with your ex wife and she looks so pretty drivin in your benz lately shes been dressin for revenge  she dont start shit but she can tell you how it ends dont get sad get even so on the weekends she dont dress for friends lately shes been dressing for revenge  ladies always rise above ladies know what people want someone sweet and kind and fun the lady simply had enough  while he was doin lines and crossin all of mine someone told his white collar crimes to the fbi and i dont dress for villains or for innocents im on my vigilante shit again  i dont start shit but i can tell you how it ends dont get sad get even so on the weekends i dont dress for friends lately ive been dressin for revenge,13
how did it end?,0,0.17,0.04,0.33,0.25,0.21,Angry,Taylor Swift,The Tortured Poets Department,uh oh uh oh we hereby conduct this post mortem he was a hot house flower to my outdoorsman our maladies were such we could not cure them and so a touch that was my birthright became foreign  come one come all its happenin again the empathetic hunger descends well tell no one except all of our friends we must know how did it end  uh oh uh oh we were blind to unforeseen circumstances we learned thе right steps to different dancеs and fell victim to interlopers glances lost the game of chance what are the chances soon theyll go home to their husbands smug cause they know they can trust him then feverishly calling their cousins  guess who we ran into at the shops walking in circles like she was lost didnt you hear they called it all off one gasp and then how did it end say it once again with feeling how the death rattle breathing silenced as the soul was leaving the deflation of our dreaming leaving me bereft and reeling my beloved ghost and me sitting in a tree d y i n g  its happenin again how did it end i cant pretend like i understand how did it end come one come all its happenin again the empathetic hunger descends well tell no one except all of our friends but i still dont know how did it end,14
the smallest man who ever lived,0,0.18,0.11,0.18,0.21,0.32,Angry,Taylor Swift,The Tortured Poets Department,was any of it true gazing at me starry eyed in your jehovahs witness suit who the fuck was that guy you tried to buy some pills from a friend of friends of mine they just ghosted you now you know what it feels like  and i dont even want you back i just want to know if rusting my sparkling summer was the goal and i dont miss what we had but could someone give a message to the smallest man who ever lived you hung me on your wall stabbed me with your push pins in public showed me off then sank in stoned oblivion cause once your queen had come youd treat her likе an also ran you didnt measure up in any measurе of a man  and i dont even want you back i just want to know if rusting my sparkling summer was the goal and i dont miss what we had but could someone give a message to the smallest man who ever lived were you sent by someone who wanted me dead did you sleep with a gun underneath our bed were you writin a book were you a sleeper cell spy in fifty years will all this be declassified and youll confess why you did it and ill say good riddance cause it wasnt sexy once it wasnt forbidden i wouldve died for your sins instead i just died inside and you deserve prison but you wont get time youll slide into inboxes and slip through the bars you crashed my party and your rental car you said normal girls were boring but you were gone by the morning you kicked out the stage lights but youre still performing  and in plain sight you hid but you are what you did and ill forget you but ill never forgive the smallest man who ever lived,15
gold rush,0,0.26,0.08,0.19,0.28,0.19,Fear,Taylor Swift,Evermore,gleaming twinkling eyes like sinking ships on waters so inviting i almost jump in  but i dont like a gold rush gold rush i dont like anticipatin my face in a red flush i dont like that anyone would die to feel your touch everybody wants you everybody wonders what it would be like to love you walk past quick brush i dont like slow motion double vision in rose blush i dont like that falling feels like flying til the bone crush everybody wants you but i dont like a gold rush  what must it be like to grow up that beautiful with your hair falling into place like dominoes i see me padding across your wooden floors with my eagles t shirt hanging from the door  at dinner parties i call you out on your contrarian shit and the coastal town we wandered round had nеver seen a love as pure as it and thеn it fades into the gray of my day old tea cause it could never be  cause i dont like a gold rush gold rush i dont like anticipatin my face in a red flush i dont like that anyone would die to feel your touch everybody wants you everybody wonders what it would be like to love you walk past quick brush i dont like slow motion double vision in rose blush i dont like that falling feels like flying til the bone crush everybody wants you but i dont like a gold rush  what must it be like to grow up that beautiful with your hair falling into place like dominoes my mind turns your life into folklore i cant dare to dream about you anymore  at dinner parties i wont call you out on your contrarian shit and the coastal town we never found will never see a love as pure as it cause it fades into the gray of my day old tea cause it will never be  gleaming twinkling eyes like sinking ships on waters so inviting i almost jump in,1
'tis the damn season,0,0.19,0.03,0.42,0.16,0.19,Fear,Taylor Swift,Evermore,if i wanted to know who you were hanging with while i was gone i wouldve asked you its the kind of cold fogs up windshield glass but i felt it when i passed you theres an ache in you put there by the ache in me but if its all the same to you its the same to me  so we could call it even you could call me babe for the weekend tis the damn season write this down im stayin at my parents house and the road not taken looks real good now and it always leads to you and my hometown  i parkеd my car right between the methodist and thе school that used to be ours the holidays linger like bad perfume you can run but only so far i escaped it too remember how you watched me leave but if its okay with you its okay with me  we could call it even you could call me babe for the weekend tis the damn season write this down im stayin at my parents house and the road not taken looks real good now time flies messy as the mud on your truck tires now im missing your smile hear me out we could just ride around and the road not taken looks real good now and it always leads to you and my hometown  sleep in half the day just for old times sake i wont ask you to wait if you dont ask me to stay so ill go back to l.a. and the so called friends wholl write books about me if i ever make it and wonder about the only soul who can tell which smiles im fakin and the heart i know im breakin is my own to leave the warmest bed ive ever known we could call it even even though im leaving and ill be yours for the weekend tis the damn season  we could call it even you could call me babe for the weekend tis the damn season write this down im stayin at my parents house and the road not taken looks real good now time flies messy as the mud on your truck tires now im missing your smile hear me out we could just ride around and the road not taken looks real good now and it always leads to you and my hometown  it always leads to you and my hometown,2
snow on the beach,0,0.31,0.06,0.31,0.06,0.25,Fear,Taylor Swift,Midnights,one night a few moons ago i saw flecks of what couldve been lights but it might just have been you passing by unbeknownst to me life is emotionally abusive and time cant stop me quite like you did and my flight was awful thanks for asking im unglued thanks to you  and its like snow at the beach weird but fuckin beautiful flying in a dream stars by the pocketful you wanting me tonight feels impossible but its comin down no sound its all around  like snow on the beach like snow on the beach like snow on the beach like snow ah  this scene feels like what i once saw on a screen i searched aurora borealis green ive never seen someone lit from within blurring out my periphery my smile is like i won a contest and to hide that would be so dishonest and its fine to fake it til you make it til you do til its true  now its like snow at the beach weird but fuckin beautiful flying in a dream stars by the pocketful you wanting me tonight feels impossible but its comin down no sound its all around  like snow on the beach like snow on the beach like snow on the beach like snow ah  i i cant cant speak afraid to jinx it i i dont dont even dare to wish it but your eyes are flying saucers from another planet now im all for you like janet can this be a real thing can it are we falling like snow at the beach  snow at the beach weird but fuckin beautiful flying in a dream flying in a dream stars by the pocketful you wanting me you wanting me tonight feels impossible but its comin down no sound its all around  like snow on the beach snow on the beach like snow on the beach flying in a dream like snow on the beach you wanting me like snow ah but its comin down no sound its all around  like snow on the beach its comin down its comin down  its comin down its comin down like snow on the beach its comin down its comin down  its comin down its comin down  its comin down its comin down  its comin down its comin down  its comin down its comin down  its comin down its comin down,3
the best day,0,0.21,0.05,0.34,0.18,0.21,Fear,Taylor Swift,Fearless,im five years old its getting cold ive got my big coat on i hear your laugh and look up smiling at you i run and run past the pumpkin patch and the tractor rides look now the sky is gold i hug your legs and fall asleep on the way home  i dont know why all the trees change in the fall but i know youre not scared of anything at all dont know if snow whites house is near or far away but i know i had the best day with you today  im thirteen now and dont know how my friends could be so mean i come home crying and you hold me tight and grab the keys and we drive and drive until we found a town far enough away and we talk and window shop til ive forgotten all their names  i dont know who im going to talk to now at school but i know im laughing on the car ride home with you dont know how long its going to take to feel okay but i know i had the best day with you today  i have an excellent father his strength is making me stronger god smiles on my little brother inside and out hes better than i am i grew up in a pretty house and i had space to run and i had the best days with you  there is a video i found from back when i was three you set up a paint set in the kitchen and youre talking to me its the age of princesses and pirate ships and the seven dwarfs and daddys smart and youre the prettiest lady in the whole wide world  and now i know why all the trees change in the fall i know you were on my side even when i was wrong and i love you for giving me your eyes for staying back and watching me shine and i didnt know if you knew so im taking this chance to say that i had the best day with you today,4
innocent,0.01,0.18,0.09,0.33,0.22,0.18,Fear,Taylor Swift,Speak Now,i guess you really did it this time left yourself in your war path lost your balance on a tightrope lost your mind trying to get it back  wasnt it easier in your lunchbox days always a bigger bed to crawl into wasnt it beautiful when you believed in everything and everybody believed in you its alright just wait and see your string of lights is still bright to me oh who you are is not where youve been youre still an innocent youre still an innocent  did some things you cant speak of but at night you live it all again you wouldnt be shattered on the floor now if only you had seen what you know now then  wasnt it easier in your firefly catching days when everything out of reach someone bigger brought down to you wasnt it beautiful running wild til you fell asleep before the monsters caught up to you  its alright just wait and see your string of lights is still bright to me oh who you are is not where youve been youre still an innocent its okay life is a tough crowd thirty two and still growing up now who you are is not what you did youre still an innocent  time turns flames to embers youll have new septembers every one of us has messed up too ooh minds change like the weather i hope you remember today is never too late to be brand new oh  its alright just wait and see your string of lights is still bright to me oh who you are is not where youve been youre still an innocent its okay life is a tough crowd thirty two and still growing up now who you are is not what you did youre still an innocent youre still an innocent  lost your balance on a tightrope oh its never too late to get it back,5
how did it end?,0,0.17,0.04,0.33,0.25,0.21,Fear,Taylor Swift,The Tortured Poets Department,uh oh uh oh we hereby conduct this post mortem he was a hot house flower to my outdoorsman our maladies were such we could not cure them and so a touch that was my birthright became foreign  come one come all its happenin again the empathetic hunger descends well tell no one except all of our friends we must know how did it end  uh oh uh oh we were blind to unforeseen circumstances we learned thе right steps to different dancеs and fell victim to interlopers glances lost the game of chance what are the chances soon theyll go home to their husbands smug cause they know they can trust him then feverishly calling their cousins  guess who we ran into at the shops walking in circles like she was lost didnt you hear they called it all off one gasp and then how did it end say it once again with feeling how the death rattle breathing silenced as the soul was leaving the deflation of our dreaming leaving me bereft and reeling my beloved ghost and me sitting in a tree d y i n g  its happenin again how did it end i cant pretend like i understand how did it end come one come all its happenin again the empathetic hunger descends well tell no one except all of our friends but i still dont know how did it end,6
the lucky one,0,0.59,0,0.12,0.12,0.16,Fear,Taylor Swift,Red,new to town with a made up name in the angels city chasing fortune and fame and the camera flashes make it look like a dream you had it figured out since you were in school everybody loves pretty everybody loves cool so overnight you look like a sixties queen  another name goes up in lights like diamonds in the sky  and they’ll tell you now you’re the lucky one yeah they’ll tell you now you’re the lucky one but can you tell me now you’re the lucky one oh oh oh  now it’s big black cars and riviera views and your lover in the foyer doesn’t even know you and your secrets end up splashed on the news front page and they tell you that you’re lucky but you’re so confused cause you don’t feel pretty you just feel used and all the young things line up to take your place  another name goes up in lights you wonder if you’ll make it out alive  and they’ll tell you now you’re the lucky one yeah they’ll tell you now you’re the lucky one but can you tell me now you’re the lucky one oh oh oh  it was a few years later i showed up here and they still tell the legend of how you disappeared how you took the money and your dignity and got the hell out they say you bought a bunch of land somewhere chose the rose garden over madison square and it took some time but i understand it now  cause now my name is up in lights but i think you got it right  let me tell you now you’re the lucky one let me tell you now you’re the lucky one let me tell you now you’re the lucky one oh oh oh and they’ll tell you now you’re the lucky one yeah they’ll tell you now you’re the lucky one and they’ll tell you now you’re the lucky one oh oh oh oh whoa oh oh,7
fifteen,0,0.24,0.09,0.15,0.24,0.29,Fear,Taylor Swift,Fearless,you take a deep breath and you walk through the doors its the mornin of your very first day you say hi to your friends you aint seen in a while try and stay out of everybodys way its your freshman year and youre gonna be here for the next four years in this town hopin one of those senior boys will wink at you and say you know i havent seen you around before  cause when youre fifteen and somebody tells you they love you youre gonna believe them and when youre fifteen feelin like theres nothin to figure out well count to ten take it in this is life before you know who youre gonna be fifteen  you sit in class next to a redhead named abigail and soon enough youre best friends laughin at the other girls who think theyre so cool well be outta here as soon as we can and then youre on your very first date and hes got a car and youre feelin like flyin and your mamas waitin up and youre thinkin hes the one and youre dancin round your room when the night ends when the night ends  cause when youre fifteen and somebody tells you they love you youre gonna believe them and when youre fifteen and your first kiss makes your head spin round but in your life youll do things greater than dating the boy on the football team but i didnt know it at fifteen  when all you wanted was to be wanted wish you could go back and tell yourself what you know now back then i swore i was gonna marry him someday but i realized some bigger dreams of mine and abigail gave everything she had to a boy who changed his mind and we both cried  cause when youre fifteen and somebody tells you they love you youre gonna believe them and when youre fifteen dont forget to look before you fall ive found time can heal most anything and you just might find who youre supposed to be i didnt know who i was supposed to be at fifteen  la la la la la la la la la la la la la la la la la la la la la la la la la la  your very first day take a deep breath girl take a deep breath as you walk through the doors,8
the great war,0,0.21,0.05,0.34,0.18,0.21,Fear,Taylor Swift,Midnights,my knuckles were bruised like violets sucker punching walls cursed you as i sleep talked spineless in my tomb of silence tore your banners down took the battle underground and maybe it was egos swinging maybe it was her flashes of the battle come back to me in a blur  all that bloodshed crimson clover uh huh sweet dream was over my hand was the one you reached for all throughout the great war always remember uh huh tears on the lеtter i vowed not to cry anymore if wе survived the great war  you drew up some good faith treaties i drew curtains closed drank my poison all alone you said i have to trust more freely but diesel is desire you were playing with fire and maybe its the past thats talking screaming from the crypt telling me to punish you for things you never did so i justified it  all that bloodshed crimson clover uh huh the bombs were closer my hand was the one you reached for all throughout the great war always remember uh huh the burning embers i vowed not to fight anymore if we survived the great war  uh huh uh huh  it turned into something bigger somewhere in the haze got a sense id been betrayed your finger on my hairpin triggers soldier down on that icy ground looked up at me with honor and truth broken and blue so i called off the troops that was the night i nearly lost you i really thought id lost you  we can plant a memory garden say a solemn prayer place a poppy in my hair theres no morning glory it was war it wasnt fair and we will never go back  to that bloodshed crimson clover uh huh the worst was over my hand was the one you reached for all throughout the great war always remember uh huh were burned for better i vowed i would always be yours cause we survived the great war  uh huh uh huh i will always be yours cause we survived the great war uh huh i vow i will always be yours,9
i can do it with a broken heart,0.01,0.15,0.09,0.31,0.27,0.18,Fear,Taylor Swift,The Tortured Poets Department,i can read your mind shes having the time of her life there in her glittering prime the lights refract sequin stars off her silhouette every night i can show you lies one two three four cause im a real tough kid i can handle my shit they said babe you gotta fake it til you make it and i did lights camera bitch smile even when you wanna die he said hed love me all his life but that life was too short breaking down i hit the floor all the piеces of me shatterеd as the crowd was chanting more i was grinnin like im winnin i was hittin my marks cause i can do it with a broken heart one two three four  im so depressed i act like its my birthday every day im so obsessed with him but he avoids me like the plague i cry a lot but i am so productive its an art you know youre good when you can even do it with a broken heart  i can hold my breath ive been doin it since he left i keep finding his things in drawers crucial evidence i didnt imagine the whole thing im sure i can pass this test one two three four cause im a real tough kid i can handle my shit they said babe you gotta fake it til you make it and i did lights camera bitch smile in stilettos for miles he said hed love me for all time but that time was quite short breaking down i hit the floor all the pieces of me shattered as the crowd was chanting more i was grinnin like im winnin i was hittin my marks cause i can do it with a broken heart one two three four im so depressed i act like its my birthday every day im so obsessed with him but he avoids me he avoids me  like the plague i cry a lot but i am so productive its an art you know youre good when you can even do it with a broken heart  you know youre good when you can even do it with a broken heart you know youre good and im good cause im miserable haha and nobody even knows ah try and come for my job,10
fortnight,0,0.15,0.03,0.49,0.15,0.18,Fear,Taylor Swift,The Tortured Poets Department,i was supposed to be sent away but they forgot to come and get me i was a functioning alcoholic til nobody noticed my new aesthetic all of this to say i hope youre okay but youre the reason and no one heres to blame but what about your quiet treason and for a fortnight there we were forever run into you sometimes ask about the weather now youre in my backyard turned into good neighbors your wife waters flowers i wanna kill her  all my mornings are mondays stuck in an endless february i took the miracle move on drug the effects were temporary and i love you its ruining my life i love you its ruining my life i touched you for only a fortnight i touched you but i touched you  and for a fortnight there we were forever run into you sometimes ask about the weather now youre in my backyard turned into good neighbors your wife waters flowers i wanna kill her and for a fortnight there we were together run into you sometimes comment on my sweater now youre at the mailbox turned into good neighbors my husband is cheating i wanna kill him  i love you its ruining my life i love you its ruining my life i touched you for only a fortnight i touched you i touched you i love you its ruining my life i love you its ruining my life i touched you for only a fortnight i touched you i touched you  thought of callin ya but you wont pick up nother fortnight lost in america move to florida buy the car you want but it wont start up til you touch touch touch me thought of calling ya but you wont pick up nother fortnight lost in america move to florida buy the car you want but it wont start up til i touch touch touch you,11
you belong with me,0,0.44,0.04,0.22,0.11,0.18,Fear,Taylor Swift,Fearless,youre on the phone with your girlfriend shes upset shes going off about something that you said cause she doesnt get your humor like i do im in the room its a typical tuesday night im listening to the kind of music she doesnt like and shell never know your story like i do  but she wears short skirts i wear t shirts shes cheer captain and im on the bleachers dreaming bout the day when you wake up and find that what youre looking for has been here the whole time  if you could see that im the one who understands you been here all along so why cant you see you belong with me you belong with me  walking the streets with you and your worn out jeans i cant help thinking this is how it ought to be laughing on a park bench thinking to myself hey isnt this easy and youve got a smile that could light up this whole town i havent seen it in a while since she brought you down you say youre fine i know you better than that hey whatcha doing with a girl like that  she wears high heels i wear sneakers shes cheer captain and im on the bleachers dreaming bout the day when you wake up and find that what youre looking for has been here the whole time  if you could see that im the one who understands you been here all along so why cant you see you belong with me standing by and waiting at your back door all this time how could you not know baby you belong with me you belong with me  oh i remember you driving to my house in the middle of the night im the one who makes you laugh when you know youre bout to cry and i know your favorite songs and you tell me bout your dreams think i know where you belong think i know its with me  cant you see that im the one who understands you been here all along so why cant you see you belong with me standing by and waiting at your back door all this time how could you not know baby you belong with me you belong with me  you belong with me have you ever thought just maybe you belong with me you belong with me,12
i think he knows,0.01,0.33,0.02,0.29,0.16,0.2,Fear,Taylor Swift,Lover,i think he knows his footprints on the sidewalk lead to where i cant stop go there every night i think he knows his hands around a cold glass make me wanna know that body like its mine  he got that boyish look that i like in a man i am an architect im drawing up the plans its like im 17 nobody understands no one understands  he got my heartbeat skipping down 16th avenue got that ah i mean wanna see whats under that attitude like i want you bless my soul and i aint gotta tell him i think he knows i think he knows  i think he knows when we get all alone ill make myself at home and hell want me to stay i think he knows hed better lock it down or i wont stick around cause good ones never wait ha  he got that boyish look that i like in a man i am an architect im drawing up the plans hes so obsessed with me and boy i understand boy i understand  he got my heartbeat heartbeat skipping down 16th avenue got that ah i mean i mean wanna see whats under that attitude like i want you bless my soul and i aint gotta tell him i think he knows i think he knows  i want you bless my i want you bless my i want you bless my i want you bless my soul  lyrical smile indigo eyes hand on my thigh we could follow the sparks ill drive lyrical smile indigo eyes hand on my thigh we could follow the sparks ill drive so where we gonna go i whisper in the dark where we gonna go i think he knows  he got my heartbeat heartbeat skipping down 16th avenue baby got that ah i mean i mean wanna see whats under that attitude like yeah i want you bless my soul and i aint gotta tell him i think he knows i think he knows  i want you bless my i want you bless my i want you bless my oh baby i want you bless my soul he got my heartbeat i want you bless my skipping down 16th avenue baby i want you bless my i want you bless my soul and i aint gotta tell him i think he knows,13
dancing with our hands tied,0.01,0.28,0.08,0.32,0.12,0.2,Fear,Taylor Swift,Reputation,i i loved you in secret first sight yeah we love without reason oh twenty five years old oh how were you to know and my my love had been frozen deep blue but you painted me golden oh and you held me close oh how was i to know i  i couldve spent forever with your hands in my pockets picture of your face in an invisible locket you said there was nothin in the world that could stop it i had a bad feelin and darlin you had turned my bed into a sacred oasis people started talkin puttin us through our paces i knew there was no one in the world who could take it i had a bad feelin  but we were dancin dancin with our hands tied hands tied yeah we were dancin like it was the first time first time yeah we were dancin dancin with our hands tied hands tied yeah we were dancin and i had a bad feelin but we were dancin  i i loved you in spite of deep fears that the world would divide us so baby can we dance oh through an avalanche and say say that we got it im a mess but im the mess that you wanted oh cause its gravity oh keeping you with me i  i couldve spent forever with your hands in my pockets picture of your face in an invisible locket you said there was nothin in the world that could stop it i had a bad feelin  but we were dancin dancin with our hands tied hands tied yeah we were dancin like it was the first time first time yeah we were dancin dancin with our hands tied hands tied yeah we were dancin knew we had our hands tied and i had a bad feelin but we were dancin  id kiss you as the lights went out swayin as the room burned down id hold you as the water rushes in if i could dance with you again id kiss you as the lights went out swayin as the room burned down id hold you as the water rushes in if i could dance with you again again yeah dancin with our hands tied hands tied yeah we were dancin oh yeah we were dancin like it was the first time first time first time first time yeah we were dancin oh dancin with our hands tied hands tied dancin with our hands tied yeah we were dancin and i had a bad feelin had a bad feelin but we were dancin  hands tied hands tied dancin,14
enchanted,0,0.33,0.06,0.14,0.27,0.2,Fear,Taylor Swift,Speak Now,there i was again tonight forcing laughter faking smiles same old tired lonely place walls of insincerity shifting eyes and vacancy vanished when i saw your face all i can say is it was enchanting to meet you  your eyes whispered have we met across the room your silhouette starts to make its way to me the playful conversation starts counter all your quick remarks like passing notes in secrecy and it was enchanting to meet you all i can say is i was enchanted to meet you  this night is sparklin dont you let it go im wonderstruck blushin all the way home ill spend forever wonderin if you knew i was enchanted to meet you  the lingering question kept me up 2am who do you love i wonder til im wide awake and now im pacing back and forth wishing you were at my door id open up and you would say hey it was enchanting to meet you all i know is i was enchanted to meet you  this night is sparklin dont you let it go im wonderstruck blushin all the way home ill spend forever wonderin if you knew this night is flawless dont you let it go im wonderstruck dancing around all alone ill spend forever wonderin if you knew i was enchanted to meet you  this is me praying that this was the very first page not where the storyline ends my thoughts will echo your name until i see you again these are the words i held back as i was leaving too soon i was enchanted to meet you please dont be in love with someone else please dont have somebody waiting on you please dont be in love with someone else ooh please dont have somebody waiting on you ooh oh this night is sparklin dont you let it go im wonderstruck blushin all the way home ill spend forever wonderin if you knew this night is flawless please dont be in love with someone else dont you let it go im wonderstruck please dont have somebody waiting on you dancing around all alone ill spend forever please dont be in love with someone else wonderin if you knew i was enchanted to meet you  please dont be in love with someone else please dont have somebody waiting on you,15
lover,0,0.24,0.03,0.31,0.14,0.28,Happy,Taylor Swift,Lover,we could leave the christmas lights up til january and this is our place we make the rules and theres a dazzling haze a mysterious way about you dear have i known you twenty seconds or twenty years  can i go where you go can we always be this close forever and ever ah take me out and take me home youre my my my my lover  we could let our friends crash in the living room this is our place we make the call and im highly suspicious that everyone who sees you wants you ive loved you three summers now honey but i want em all  can i go where you go can we always be this close forever and ever ah take me out and take me home forever and ever youre my my my my lover  ladies and gentlemen will you please stand with every guitar string scar on my hand i take this magnetic force of a man to be my lover my hearts been borrowed and yours has been blue alls well that ends well to end up with you swear to be overdramatic and true to my lover and youll save all your dirtiest jokes for me and at every table ill save you a seat lover  can i go where you go can we always be this close forever and ever ah take me out and take me home forever and ever youre my my my my oh youre my my my my darling youre my my my my lover,1
fortnight,0.1,0.15,0.03,0.49,0.15,0.18,Happy,Taylor Swift,The Tortured Poets Department,i was supposed to be sent away but they forgot to come and get me i was a functioning alcoholic til nobody noticed my new aesthetic all of this to say i hope youre okay but youre the reason and no one heres to blame but what about your quiet treason and for a fortnight there we were forever run into you sometimes ask about the weather now youre in my backyard turned into good neighbors your wife waters flowers i wanna kill her  all my mornings are mondays stuck in an endless february i took the miracle move on drug the effects were temporary and i love you its ruining my life i love you its ruining my life i touched you for only a fortnight i touched you but i touched you  and for a fortnight there we were forever run into you sometimes ask about the weather now youre in my backyard turned into good neighbors your wife waters flowers i wanna kill her and for a fortnight there we were together run into you sometimes comment on my sweater now youre at the mailbox turned into good neighbors my husband is cheating i wanna kill him  i love you its ruining my life i love you its ruining my life i touched you for only a fortnight i touched you i touched you i love you its ruining my life i love you its ruining my life i touched you for only a fortnight i touched you i touched you  thought of callin ya but you wont pick up nother fortnight lost in america move to florida buy the car you want but it wont start up til you touch touch touch me thought of calling ya but you wont pick up nother fortnight lost in america move to florida buy the car you want but it wont start up til i touch touch touch you,2
i can do it with a broken heart,0,0.15,0.09,0.31,0.27,0.18,Happy,Taylor Swift,The Tortured Poets Department,i can read your mind shes having the time of her life there in her glittering prime the lights refract sequin stars off her silhouette every night i can show you lies one two three four cause im a real tough kid i can handle my shit they said babe you gotta fake it til you make it and i did lights camera bitch smile even when you wanna die he said hed love me all his life but that life was too short breaking down i hit the floor all the piеces of me shatterеd as the crowd was chanting more i was grinnin like im winnin i was hittin my marks cause i can do it with a broken heart one two three four  im so depressed i act like its my birthday every day im so obsessed with him but he avoids me like the plague i cry a lot but i am so productive its an art you know youre good when you can even do it with a broken heart  i can hold my breath ive been doin it since he left i keep finding his things in drawers crucial evidence i didnt imagine the whole thing im sure i can pass this test one two three four cause im a real tough kid i can handle my shit they said babe you gotta fake it til you make it and i did lights camera bitch smile in stilettos for miles he said hed love me for all time but that time was quite short breaking down i hit the floor all the pieces of me shattered as the crowd was chanting more i was grinnin like im winnin i was hittin my marks cause i can do it with a broken heart one two three four im so depressed i act like its my birthday every day im so obsessed with him but he avoids me he avoids me  like the plague i cry a lot but i am so productive its an art you know youre good when you can even do it with a broken heart  you know youre good when you can even do it with a broken heart you know youre good and im good cause im miserable haha and nobody even knows ah try and come for my job,3
the last great american dynasty,0.03,0.15,0.02,0.34,0.32,0.17,Happy,Taylor Swift,Folklore,rebekah rode up on the afternoon train it was sunny her saltbox house on the coast took her mind off st. louis bill was the heir to the standard oil name and money and the town said how did a middle class divorcée do it the wedding was charming if a little gauche theres only so far new money goes they picked out a home and called it holiday house their parties were tasteful if a little loud the doctor had told him to settle down it must have been her fault his heart gave out  and they said there goes the last great american dynasty who knows if she never showed up what couldve been there goes the maddest woman this town has ever seen she had a marvelous time ruining everything  rebekah gave up on the rhode island set forever flew in all her bitch pack friends from the city filled the pool with champagne and swam with the big names and blew through the money on the boys and the ballet and losing on card game bets with dalí  and they said there goes the last great american dynasty who knows if she never showed up what couldve been there goes the most shameless woman this town has ever seen she had a marvelous time ruining everything  they say she was seen on occasion pacing the rocks staring out at the midnight sea and in a feud with her neighbor she stole his dog and dyed it key lime green fifty years is a long time holiday house sat quietly on that beach free of women with madness their men and bad habits and then it was bought by me  who knows if i never showed up what couldve been there goes the loudest woman this town has ever seen i had a marvelous time ruining everything  i had a marvelous time ruining everything a marvelous time ruining everything a marvelous time i had a marvelous time,4
the story of us,0.04,0.15,0.03,0.24,0.24,0.33,Happy,Taylor Swift,Speak Now,i used to think one day wed tell the story of us how we met and the sparks flew instantly and people would say theyre the lucky ones i used to know my place was the spot next to you now im searching the room for an empty seat cause lately i dont even know what page youre on  oh a simple complication miscommunications lead to fallout so many things that i wish you knew so many walls up i cant break through  now im standin alone in a crowded room and were not speakin and im dyin to know is it killin you like its killin me yeah i dont know what to say since the twist of fate when it all broke down and the story of us looks a lot like a tragedy now  next chapter  howd we end up this way see me nervously pulling at my clothes and trying to look busy and youre doin your best to avoid me im starting to think one day ill tell the story of us how i was losing my mind when i saw you here but you held your pride like you shouldve held me  oh im scared to see the ending why are we pretending this is nothin id tell you i miss you but i dont know how ive never heard silence quite this loud  now im standin alone in a crowded room and were not speakin and im dyin to know is it killin you like its killin me yeah i dont know what to say since the twist of fate when it all broke down and the story of us looks a lot like a tragedy now  this is lookin like a contest of who can act like they care less but i liked it better when you were on my side the battles in your hands now but i would lay my armor down if you said youd rather love than fight  so many things that you wish i knew but the story of us might be ending soon  now im standin alone in a crowded room and were not speakin and im dyin to know is it killin you like its killin me yeah and i dont know what to say since the twist of fate when it all broke down and the story of us looks a lot like a tragedy now now now and were not speakin and im dyin to know is it killin you like its killin me yeah i dont know what to say since the twist of fate cause were going down and the story of us looks a lot like a tragedy now  the end,5
tim mcgraw,0,0.22,0.02,0.22,0.07,0.48,Happy,Taylor Swift,Taylor Swift,he said the way my blue eyes shined put those georgia stars to shame that night i said thats a lie just a boy in a chevy truck that had a tendency of gettin stuck on backroads at night  and i was right there beside him all summer long and then the time we woke up to find that summer gone  but when you think tim mcgraw i hope you think my favorite song the one we danced to all night long the moon like a spotlight on the lake when you think happiness i hope you think that little black dress think of my head on your chest and my old faded blue jeans when you think tim mcgraw i hope you think of me  september saw a month of tears and thankin god that you werent here to see me like that but in a box beneath my bed is a letter that you never read from three summers back  its hard not to find it all a little bittersweet and lookin back on all of that its nice to believe  when you think tim mcgraw i hope you think my favorite song the one we danced to all night long the moon like a spotlight on the lake when you think happiness i hope you think that little black dress think of my head on your chest and my old faded blue jeans when you think tim mcgraw i hope you think of me  and im back for the first time since then im standin on your street and theres a letter left on your doorstep and the first thing that youll read  is when you think tim mcgraw i hope you think my favorite song someday youll turn your radio on i hope it takes you back to that place when you think happiness i hope you think that little black dress think of my head on your chest and my old faded blue jeans when you think tim mcgraw i hope you think of me  oh think of me mmm he said the way my blue eyes shined put those georgia stars to shame that night i said thats a lie,6
