artist,title,lyrics,cleaned_lyrics,happy,angry,surprise,sad,fear,scores,compound,comp_score
Florence + the Machine,I Love You All the Time,"10 ContributorsTranslationsPortuguêsI Love You All the Time Lyrics[Intro]
I love you all the time
Oh oh, oh oh, oh oh oh oh
Oh oh, oh oh, ah

[Verse 1]
I'm never alone, I look at my phone
If I call you up, you're never at home
I love you all the time
I'm fueled up and high, I'm out with the guys
A smile on my face, no reason to cry
I love you all the time

[Chorus]
I can tell by that look in your eye
You're looking and all you see's another guy
I can tell you're going to take your love away
I can tell by that look in your eye
You're looking and all you see's another guy
I would beg you if I thought it would make you stay

[Verse 2]
Ce soir c’est le soir
Et toi avec moi
Et tu viens me voir
Tu viens, oh la la
I love you all the time
Tu ne réponds pas
Ah dites-moi pourquoi
Just say au revoir
Again me voilà
I love you all the time
See Florence + the Machine LiveGet tickets as low as $641You might also like[Chorus]
And I can tell by that look in your eye
You're looking and all you see's another guy
I can tell you're going to take your love away
I can tell by that look in your eye
You're looking and all you see's another guy
I would beg if I thought it would make you stay
I would beg if I thought it would make you stay
I would beg if I thought it would make you stay

[Outro]
Ah dites-moi pourquoi
Ah dites-moi pourquoi
Ah dites-moi pourquoi4Embed",i love you all the time oh oh oh oh oh oh oh oh oh oh oh oh ah  im never alone i look at my phone if i call you up youre never at home i love you all the time im fueled up and high im out with the guys a smile on my face no reason to cry i love you all the time  i can tell by that look in your eye youre looking and all you sees another guy i can tell youre going to take your love away i can tell by that look in your eye youre looking and all you sees another guy i would beg you if i thought it would make you stay  ce soir c’est le soir et toi avec moi et tu viens me voir tu viens oh la la i love you all the time tu ne réponds pas ah dites moi pourquoi just say au revoir again me voilà i love you all the time  and i can tell by that look in your eye youre looking and all you sees another guy i can tell youre going to take your love away i can tell by that look in your eye youre looking and all you sees another guy i would beg if i thought it would make you stay i would beg if i thought it would make you stay i would beg if i thought it would make you stay  ah dites moi pourquoi ah dites moi pourquoi ah dites moi pourquoi,0.31,0.23,0.04,0.38,0.04,"{'neg': 0.02, 'neu': 0.853, 'pos': 0.127, 'compound': 0.9839}",0.9839,pos
Florence + the Machine,Third Eye (Demo),"13 ContributorsTranslationsPortuguêsItalianoThird Eye (Demo) Lyrics[Verse 1]
Hey, look up
Don’t make a spectre of yourself living in that ghoulish light
You are a slave to your own creation
Look up, look up, the spell is broken

[Chorus]
That original lifeline
Original lifeline

[Refrain]
But I'm the same, I'm the same, I'm trying to change
I am the same, I'm the same, I'm trying to change
I am the same, I'm the same, I'm trying to change
I am the same, I'm the same, I'm trying to change

[Pre-Chorus 1]
'Cause there's a hole where your heart lies
And I can see it with my third eye
And every touch, it magnifies
You pull away; you don't know why

[Verse 2]
Hey, look up
You don't have to be a ghost here amongst the living
You are flesh and blood
And you deserve to be loved, and you deserve what you are given
See Florence + the Machine LiveGet tickets as low as $641You might also like[Chorus]
That original lifeline
Original lifeline
That original lifeline
Original lifeline

[Refrain]
But I'm the same, I'm the same, I'm trying to change
I am the same, I'm the same, I'm trying to change
I am the same, I'm the same, I'm trying to change
I am the same, I'm the same, I'm trying to change
I'm the same, I'm the same, I'm trying to change
I am the same, I'm the same, I'm trying to change
I am the same, I'm the same, I'm trying to change
I am the same, I'm the same, I'm trying to change

[Pre-Chorus 1]
'Cause there's a hole where your heart lies
And I can see it with my third eye
And every touch, it magnifies
You pull away; you don't know why

[Pre-Chorus 2]
And your face is a disguise
But I can see you with my third eye
And though my touch, it magnifies
You pull away; you don't know why
[Bridge]
'Cause your pain is a tribute
The only thing you let hold you
Wear it now like a mantle
Always there to remind you

[Pre-Chorus 1]
'Cause there's a hole where your heart lies
And I can see it with my third eye
And every touch, it magnifies
You pull away; you don't know why

[Pre-Chorus 2]
And your face is a disguise
But I can see you with my third eye
And though my touch, it magnifies
You pull away; you don't know why

[Bridge]
'Cause your pain is a tribute
The only thing you let hold you
Wear it now like a mantle
Always there to remind you1Embed",hey look up don’t make a spectre of yourself living in that ghoulish light you are a slave to your own creation look up look up the spell is broken  that original lifeline original lifeline  but im the same im the same im trying to change i am the same im the same im trying to change i am the same im the same im trying to change i am the same im the same im trying to change  cause theres a hole where your heart lies and i can see it with my third eye and every touch it magnifies you pull away; you dont know why  hey look up you dont have to be a ghost here amongst the living you are flesh and blood and you deserve to be loved and you deserve what you are given  that original lifeline original lifeline that original lifeline original lifeline  but im the same im the same im trying to change i am the same im the same im trying to change i am the same im the same im trying to change i am the same im the same im trying to change im the same im the same im trying to change i am the same im the same im trying to change i am the same im the same im trying to change i am the same im the same im trying to change  cause theres a hole where your heart lies and i can see it with my third eye and every touch it magnifies you pull away; you dont know why  and your face is a disguise but i can see you with my third eye and though my touch it magnifies you pull away; you dont know why  cause your pain is a tribute the only thing you let hold you wear it now like a mantle always there to remind you  cause theres a hole where your heart lies and i can see it with my third eye and every touch it magnifies you pull away; you dont know why  and your face is a disguise but i can see you with my third eye and though my touch it magnifies you pull away; you dont know why  cause your pain is a tribute the only thing you let hold you wear it now like a mantle always there to remind you,0.05,0.24,0.14,0.57,0.0,"{'neg': 0.073, 'neu': 0.858, 'pos': 0.069, 'compound': -0.5423}",-0.5423,neg
Florence + the Machine,Addicted to Love,"16 ContributorsTranslationsPortuguêsAddicted to Love Lyrics[Verse 1]
The lights are on, but you're not home
Your mind is not your own
Your heart sweats, your body shakes
Another kiss is all it takes

You can't sleep, you can't eat
There's no doubt, you're in deep
Your throat is tight, you can't breathe
Another kiss is all you need

[Chorus]
Whoa, you like to think that you're immune to the stuff, oh yeah
It's closer to the truth to say you can't get enough
You're gonna to have to face it, you're addicted to love

[Verse 2]
See the signs, but you can't read
You're running at a different speed
Your heart beats, double time
Another kiss and you'll be mine

A one-track mind, you can't be saved
'Cause baby a love is all you crave
If there's some left, left for you
Then you don't mind if you do
See Florence + the Machine LiveGet tickets as low as $641You might also like[Chorus]
Whoa, you like to think that you're immune to the stuff, oh yeah
It's closer to the truth to say you can't get enough
You're gonna to have to face it, you're addicted to love

[Verse 3]
Might as well face it, you're addicted to love
Might as well face it, you're addicted to love
Might as well face it, you're addicted to love
Might as well face it, you're addicted to love
Ther lights are on, but you're not home
Your will is not your own
Your heart sweats your teeth grind
Another kiss and you'll be mine

[Chorus]
Whoa, you like to think that you're immune to the stuff, oh yeah
It's closer to the truth to say you can't getou know you're gonna have to face it, you're addicted to love

[Outro]
Might as well face it, you're addicted to love
Might as well face it, you're addicted to love
Might as well face it, you're addicted to love
Might as well face it, you're addicted to love
Might as well face it, you're addicted to love
Might as well face it, you're addicted to love
Might as well face it, you're addicted to love
Might as well face it, you're addicted to love6Embed",the lights are on but youre not home your mind is not your own your heart sweats your body shakes another kiss is all it takes you cant sleep you cant eat theres no doubt youre in deep your throat is tight you cant breathe another kiss is all you need  whoa you like to think that youre immune to the stuff oh yeah its closer to the truth to say you cant get enough youre gonna to have to face it youre addicted to love  see the signs but you cant read youre running at a different speed your heart beats double time another kiss and youll be mine a one track mind you cant be saved cause baby a love is all you crave if theres some left left for you then you dont mind if you do  whoa you like to think that youre immune to the stuff oh yeah its closer to the truth to say you cant get enough youre gonna to have to face it youre addicted to love  might as well face it youre addicted to love might as well face it youre addicted to love might as well face it youre addicted to love might as well face it youre addicted to love ther lights are on but youre not home your will is not your own your heart sweats your teeth grind another kiss and youll be mine  whoa you like to think that youre immune to the stuff oh yeah its closer to the truth to say you cant getou know youre gonna have to face it youre addicted to love  might as well face it youre addicted to love might as well face it youre addicted to love might as well face it youre addicted to love might as well face it youre addicted to love might as well face it youre addicted to love might as well face it youre addicted to love might as well face it youre addicted to love might as well face it youre addicted to love,0.46,0.07,0.2,0.12,0.15,"{'neg': 0.013, 'neu': 0.615, 'pos': 0.372, 'compound': 0.9995}",0.9995,pos
Florence + the Machine,Hospital Beds,"15 ContributorsTranslationsPortuguêsHospital Beds Lyrics[Verse]
There's nothing to do here
All just lie and complain
In bed at the hospital
Coming and going
Asleep and awake
In bed at the hospital

[Pre-Chorus]
I've got one friend
Laying across from me
I did not choose him
He did not choose me
We have no chance
Of recovering
Laying in hospitals
Joy and misery
Joy and misery
Joy and misery

[Chorus 1]
Put out the fire boys
Don't stop, don't stop
Put out the fire on us
Put out the fire boys
Don't stop, don't stop
Put out the fire on us
See Florence + the Machine LiveGet tickets as low as $641You might also like[Chorus 2]
Bring your buckets by the dozen
Bring your nieces and your cousins
Oh, put out the fire on us
Bring your buckets by the dozen
Bring your nieces and your cousins
Oh, put out the fire on us

[Pre-Chorus]
I've got one friend
Laying across from me
I did not choose him
He did not choose me
We have no chance
Of recovering
Laying in hospitals
Joy and misery
Joy and misery
Joy and miseryEmbed",theres nothing to do here all just lie and complain in bed at the hospital coming and going asleep and awake in bed at the hospital  ive got one friend laying across from me i did not choose him he did not choose me we have no chance of recovering laying in hospitals joy and misery joy and misery joy and misery  put out the fire boys dont stop dont stop put out the fire on us put out the fire boys dont stop dont stop put out the fire on us  bring your buckets by the dozen bring your nieces and your cousins oh put out the fire on us bring your buckets by the dozen bring your nieces and your cousins oh put out the fire on us  ive got one friend laying across from me i did not choose him he did not choose me we have no chance of recovering laying in hospitals joy and misery joy and misery joy and misery,0.09,0.22,0.13,0.48,0.09,"{'neg': 0.198, 'neu': 0.616, 'pos': 0.186, 'compound': -0.4114}",-0.4114,neg
Florence + the Machine,Tiny Dancer,"13 ContributorsTranslationsPortuguêsTiny Dancer Lyrics[Verse 1]
Blue jean baby, L.A. lady, seamstress for the band
Pretty eyed, pirate smile, you'll marry a music man
Ballerina, you must have seen her dancing in the sand
And now she's in me, always with me, tiny dancer in my hand

[Verse 2]
Jesus freaks out in the street
Handing tickets out for God
Turning back she just laughs
The boulevard is not that bad

[Verse 3]
Piano man he makes his stand
In the auditorium
Looking on she sings the songs
The words she knows the tune she hums

[Bridge]
But oh how it feels so real
Lying here with no one near
Only you and you can hear me
When I say softly, slowly

[Chorus]
Hold me closer tiny dancer
Count the headlights on the highway
Lay me down in sheets of linen
You had a busy day today
See Florence + the Machine LiveGet tickets as low as $641You might also like[Verse 4]
Blue jean baby, L.A. lady, seamstress for the band
Pretty eyed, pirate smile, you'll marry a music man
Ballerina, you must have seen her, dancing in the sand
And now she's in me, always with me, tiny dancer in my hand

[Bridge]
But oh how it feels so real
Lying here with no one near
Only you and you can hear me
When I say softly, slowly

[Chorus]
Hold me closer tiny dancer
Count the headlights on the highway
Lay me down in sheets of linen
You had a busy day today

Hold me closer tiny dancer
Count the headlights on the highway
Lay me down in sheets of linen
You had a busy day today1Embed",blue jean baby l.a. lady seamstress for the band pretty eyed pirate smile youll marry a music man ballerina you must have seen her dancing in the sand and now shes in me always with me tiny dancer in my hand  jesus freaks out in the street handing tickets out for god turning back she just laughs the boulevard is not that bad  piano man he makes his stand in the auditorium looking on she sings the songs the words she knows the tune she hums  but oh how it feels so real lying here with no one near only you and you can hear me when i say softly slowly  hold me closer tiny dancer count the headlights on the highway lay me down in sheets of linen you had a busy day today  blue jean baby l.a. lady seamstress for the band pretty eyed pirate smile youll marry a music man ballerina you must have seen her dancing in the sand and now shes in me always with me tiny dancer in my hand  but oh how it feels so real lying here with no one near only you and you can hear me when i say softly slowly  hold me closer tiny dancer count the headlights on the highway lay me down in sheets of linen you had a busy day today hold me closer tiny dancer count the headlights on the highway lay me down in sheets of linen you had a busy day today,0.23,0.03,0.17,0.2,0.37,"{'neg': 0.063, 'neu': 0.85, 'pos': 0.087, 'compound': 0.5484}",0.5484,pos
Florence + the Machine,Cornflake Girl,"8 ContributorsTranslationsPortuguêsCornflake Girl Lyrics[Verse 1]
Never was a cornflake girl
Thought that was a good solution
Hanging with the raisin girls
She's gone to the other side
Givin' us the old heave ho
Things are getting kind of gross
And I go it's sleepy time

[Pre-Chorus]
This is not really, this, a-this
This is not really happening

[Chorus]
You bet your life it is
You bet your life it is
Oh, you bet your life
It's a peel out the watchword
Just peel out the watchword

[Verse 2]
She knows what's going on
Seems we got a cheaper feel now
All the sweeteaze are gone
Gone to the other side
With my encyclopedia
They musta paid her a nice price
She's putting on her string bean love
See Florence + the Machine LiveGet tickets as low as $641You might also like[Pre-Chorus]
This is not really, this, this
This is not really happening

[Chorus]
You bet your life it is
You bet your life it is
Oh, you bet your life
It's a peel out the watchword
Just peel out the watchword

[Interlude]
Never was a cornflake girl
Thought that was a good solution

[Refrain]
Rabbit, where'd you put the keys, girl?
Rabbit, where'd you put the keys, girl?
Rabbit, where'd you put the keys?
Rabbit, where'd you put the keys?
Where'd you put the keys, girl?

[Bridge]
And the man with the golden gun
Thinks he knows so much
Thinks he knows so much, yeah
And the man with the golden gun
Thinks he knows so much
Thinks he knows so much, yeah
And the man with the golden gun
Thinks he knows so much
Thinks he knows so much, yeah
And the man with the golden gun
Thinks he knows so much
Thinks he knows so much, yeah
[Refrain]
Rabbit, where'd you put the keys, girl?
Oh, rabbit, where'd you put the keys, girl?
Rabbit, where'd you put the keys? Oh yeah
Rabbit, where'd you put the keys?
Where'd you put the keys, girl?2Embed",never was a cornflake girl thought that was a good solution hanging with the raisin girls shes gone to the other side givin us the old heave ho things are getting kind of gross and i go its sleepy time  this is not really this a this this is not really happening  you bet your life it is you bet your life it is oh you bet your life its a peel out the watchword just peel out the watchword  she knows whats going on seems we got a cheaper feel now all the sweeteaze are gone gone to the other side with my encyclopedia they musta paid her a nice price shes putting on her string bean love  this is not really this this this is not really happening  you bet your life it is you bet your life it is oh you bet your life its a peel out the watchword just peel out the watchword  never was a cornflake girl thought that was a good solution  rabbit whered you put the keys girl rabbit whered you put the keys girl rabbit whered you put the keys rabbit whered you put the keys whered you put the keys girl and the man with the golden gun thinks he knows so much thinks he knows so much yeah and the man with the golden gun thinks he knows so much thinks he knows so much yeah and the man with the golden gun thinks he knows so much thinks he knows so much yeah and the man with the golden gun thinks he knows so much thinks he knows so much yeah  rabbit whered you put the keys girl oh rabbit whered you put the keys girl rabbit whered you put the keys oh yeah rabbit whered you put the keys whered you put the keys girl,0.05,0.0,0.33,0.38,0.24,"{'neg': 0.04, 'neu': 0.868, 'pos': 0.092, 'compound': 0.9413}",0.9413,pos
Florence + the Machine,Just a Girl,"10 ContributorsTranslationsPortuguêsJust a Girl Lyrics[Verse 1]
Take this pink ribbon off my eyes
I'm exposed and it's no big surprise
Don't you think I know exactly where I stand?
This world is forcing me to hold your hand

[Chorus]
'Cause I'm just a girl, oh, little old me
Well, don't let me out of your sight
Oh, I'm just a girl, all pretty and petite
So don't let me have any rights

[Post-Chorus]
Oh, I've had it up to here

[Verse 2]
The moment that I step outside
So many reasons for me to run and hide
I can't do the little things I hold so dear
'Cause it's all those little things that I fear

[Chorus]
'Cause I'm just a girl, I'd rather not be
'Causе they won't let me drivе late at night
Oh, I'm just a girl, guess I'm some kind of freak
'Cause they all sit and stare with their eyes
Oh, I'm just a girl, take a good look at me
Just your typical prototype
See Florence + the Machine LiveGet tickets as low as $641You might also like[Post-Chorus]
Oh, I've had it up to here
Oh, am I making myself clear?

[Bridge]
I'm just a girl
I'm just a girl in the world
That's all that you'll let me be

[Chorus]
'Cause I'm just a girl living in captivity
Your rule of thumb makes me worrisome
Oh, I'm just a girl, what's my destiny?
What I've succumbed to is making me numb
Oh, I'm just a girl, my apologies
What I've become is so burdensome
Well, I'm just a girl, oh, lucky me
Twiddle-dum, there's no comparison

[Outro]
Oh, I've had it up to
Oh, I've had it up to
Oh, I've had it up to here1Embed",take this pink ribbon off my eyes im exposed and its no big surprise dont you think i know exactly where i stand this world is forcing me to hold your hand  cause im just a girl oh little old me well dont let me out of your sight oh im just a girl all pretty and petite so dont let me have any rights  oh ive had it up to here  the moment that i step outside so many reasons for me to run and hide i cant do the little things i hold so dear cause its all those little things that i fear  cause im just a girl id rather not be causе they wont let me drivе late at night oh im just a girl guess im some kind of freak cause they all sit and stare with their eyes oh im just a girl take a good look at me just your typical prototype  oh ive had it up to here oh am i making myself clear im just a girl im just a girl in the world thats all that youll let me be  cause im just a girl living in captivity your rule of thumb makes me worrisome oh im just a girl whats my destiny what ive succumbed to is making me numb oh im just a girl my apologies what ive become is so burdensome well im just a girl oh lucky me twiddle dum theres no comparison  oh ive had it up to oh ive had it up to oh ive had it up to here,0.08,0.03,0.45,0.26,0.18,"{'neg': 0.081, 'neu': 0.832, 'pos': 0.087, 'compound': 0.3805}",0.3805,pos
Florence + the Machine,Ghosts (Demo),"10 ContributorsTranslationsPortuguêsGhosts (Demo) Lyrics[Pre-Chorus]
I'm not calling you a liar, just don't lie to me
I'm not calling you a thief, just don't steal from me
I'm not calling you a ghost, just stop haunting me
And I love you so much, I'm going to let you kill me

[Chorus 1]
There's a ghost in my lungs and it sighs in my sleep
Wraps itself around my chest as it softly weeps
And it walks, and it walks with my legs
To fall, to fall, to fall at your feet

[Chorus 2]
There but for the grace of God, go I
And when you kiss me, I am happy enough to die

[Pre-Chorus]
I'm not calling you a liar, just don't lie to me
And I love you so much, I'm gonna let you
I'm not calling you a thief, just don't
And I love you so much, I'm gonna let you
I'm not calling you a ghost, just stop

[Chorus 1]
There's a ghost in my lungs and it sighs in my sleep
Wraps itself around my chest as it softly weeps
And it walks, and it walks, and it walks with my legs
See Florence + the Machine LiveGet tickets as low as $641You might also like[Bridge]
To fall, to fall, to fall, to fall
To fall, to fall

[Chorus 2]
There but for the grace of God, go I
And when you kiss me, I am happy enough to dieEmbed",im not calling you a liar just dont lie to me im not calling you a thief just dont steal from me im not calling you a ghost just stop haunting me and i love you so much im going to let you kill me  theres a ghost in my lungs and it sighs in my sleep wraps itself around my chest as it softly weeps and it walks and it walks with my legs to fall to fall to fall at your feet  there but for the grace of god go i and when you kiss me i am happy enough to die  im not calling you a liar just dont lie to me and i love you so much im gonna let you im not calling you a thief just dont and i love you so much im gonna let you im not calling you a ghost just stop  theres a ghost in my lungs and it sighs in my sleep wraps itself around my chest as it softly weeps and it walks and it walks and it walks with my legs  to fall to fall to fall to fall to fall to fall  there but for the grace of god go i and when you kiss me i am happy enough to die,0.38,0.0,0.31,0.31,0.0,"{'neg': 0.093, 'neu': 0.66, 'pos': 0.248, 'compound': 0.991}",0.991,pos
Florence + the Machine,My Best Dress (Demo),"13 ContributorsTranslationsPortuguêsMy Best Dress (Demo) Lyrics[Verse 1]
When your life is over
I won't be sad or blue
I'll put on my fancy hat
Lie down next to you

[Chorus]
I'll kiss you once for life
I'll kiss you twice for death
Hold you close for comfort
Wearing my best dress

[Verse 2]
You look so angry when you sleep
Your face a troubled frown
So I will smooth your furrowed brow
As I lay you in the ground

[Chorus]
I'll kiss you once for life
I'll kiss you twice for death
Hold you close for comfort
Wearing my best dress

[Verse 3]
And as the mourners pass me
I will smile and wave
Thank them for their sympathy
And tell them I'll be brave
But once the wake is over
And I'm drunk and feeling fine
I'll go out there and find me
Another boy to pass the time
See Florence + the Machine LiveGet tickets as low as $641You might also likeAs we're dancing cheek to cheek
And the lights are laid low
I'll request this song for you
Laying in the ground below
Once the song is over
And it's time to go to bed
I'll leave him on the dance floor
And return to you instead

[Chorus]
I'll kiss you once for life
I'll kiss you twice for death
Hold you close for comfort
Wearing my best dress1Embed",when your life is over i wont be sad or blue ill put on my fancy hat lie down next to you  ill kiss you once for life ill kiss you twice for death hold you close for comfort wearing my best dress  you look so angry when you sleep your face a troubled frown so i will smooth your furrowed brow as i lay you in the ground  ill kiss you once for life ill kiss you twice for death hold you close for comfort wearing my best dress  and as the mourners pass me i will smile and wave thank them for their sympathy and tell them ill be brave but once the wake is over and im drunk and feeling fine ill go out there and find me another boy to pass the time as were dancing cheek to cheek and the lights are laid low ill request this song for you laying in the ground below once the song is over and its time to go to bed ill leave him on the dance floor and return to you instead  ill kiss you once for life ill kiss you twice for death hold you close for comfort wearing my best dress,0.16,0.03,0.06,0.34,0.41,"{'neg': 0.206, 'neu': 0.618, 'pos': 0.176, 'compound': -0.8687}",-0.8687,neg
Florence + the Machine,Search And Destroy,"8 ContributorsTranslationsРусскийEspañolPortuguêsSearch And Destroy Lyrics[Verse 1]
I'm a street-walkin' cheetah with a heart full of napalm
I'm a runaway son of the nuclear A-bomb
I am a world's forgotten boy
The one who searches and destroys

[Refrain]
Honey, gotta help me, please
Somebody gotta save my soul
Baby, detonate for me

[Verse 2]
Look out, honey, 'cause I'm using technology
Ain't got time to make no apology
Solar radiation in the dead of night
Love in the middle of a firefight

[Refrain]
Honey, gotta strike me blind
Somebody gotta save my soul
Well, baby, penetrate my mind

[Chorus]
And I am the world's forgotten boy
The onе who's searchin', searchin' to destroy
And honеy, I'm the world's forgotten boy
The one who's searchin', searchin' to destroy
See Florence + the Machine LiveGet tickets as low as $641You might also like[Verse 3]
Look out, honey, 'cause I'm using technology
Ain't got time to make no apology
Solar radiation in the dead of night
Love in the middle of a firefight

[Refrain]
Honey, gotta strike me blind
Somebody gotta save my soul
Baby, penetrate my mind

[Chorus]
And I am the world's forgotten boy
The one who's searchin', searchin' to destroy
Well, honey, I'm the world's forgotten boy
The one who's searchin', searchin' to destroy

[Outro]
Forgotten boy
Forgotten boy
Forgotten boy
Forgotten boy
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey1Embed",im a street walkin cheetah with a heart full of napalm im a runaway son of the nuclear a bomb i am a worlds forgotten boy the one who searches and destroys  honey gotta help me please somebody gotta save my soul baby detonate for me  look out honey cause im using technology aint got time to make no apology solar radiation in the dead of night love in the middle of a firefight  honey gotta strike me blind somebody gotta save my soul well baby penetrate my mind  and i am the worlds forgotten boy the onе whos searchin searchin to destroy and honеy im the worlds forgotten boy the one whos searchin searchin to destroy  look out honey cause im using technology aint got time to make no apology solar radiation in the dead of night love in the middle of a firefight  honey gotta strike me blind somebody gotta save my soul baby penetrate my mind  and i am the worlds forgotten boy the one whos searchin searchin to destroy well honey im the worlds forgotten boy the one whos searchin searchin to destroy  forgotten boy forgotten boy forgotten boy forgotten boy hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey,0.03,0.13,0.66,0.1,0.07,"{'neg': 0.215, 'neu': 0.678, 'pos': 0.107, 'compound': -0.9769}",-0.9769,neg
Florence + the Machine,Shake It Out (The Weeknd Remix),"8 ContributorsTranslationsPortuguêsShake It Out (The Weeknd Remix) Lyrics[Verse 1]
Regrets collect like old friends
Here to relive your darkest moments
I can see no way, I can see no way
And all of the ghouls come out to play
And every demon wants his pound of flesh
But I like to keep some things to myself
I like to keep my issues drawn
It's always darkest before the dawn
And I've been a fool and I've been blind (I've been blind)
I can never leave the past behind
I can see no way, I can see no way
I'm always dragging that horse around
All of his questions, such a mournful sound-sound
Tonight I'm gonna bury that horse in the ground-ground
I like to keep my issues drawn
But it's always darkest before the dawn

[Chorus]
Shake it out, shake it out
Shake it out, shake it out (Oh whoa)
Shake it out, shake it out
Shake it out, shake it out (Oh whoa)
And it's hard to dance with a devil on your back
So shake him off (Oh whoa)
Shake it out, shake it out
See Florence + the Machine LiveGet tickets as low as $641You might also like[Verse 2]
And I am done with my graceless heart
So tonight I'm gonna cut it out and then restart
I like to keep my issues drawn
It's always darkest before the dawn

[Chorus]
Shake it out, shake it out
Shake it out, shake it out, oh whoa
Shake it out, shake it out
Shake it out, shake it out (Oh whoa)
And it's hard to dance with a devil on your back
So shake him off (Oh whoa)
Shake it out, shake it out
(Shake him off)

[Verse 3]
It's hard to dance with a devil on your back
(Shake him off)
And given half the chance, would I take any of it back
(Shake him off)
It's a fine romance but it's left me so undone
(Shake him off)
It's always darkest before the dawn
(Oh whoa, oh whoa)
[Bridge]
And I'm damned if I do and I'm damned if I don't
So here's to drinks in the dark at the end of my rope
And I'm ready to suffer and I'm ready to hope
It's a shot in the dark aimed right at my throat
'Cause looking for heaven, found the devil in me (Oh whoa)
Looking for heaven, found the devil in me (Oh whoa)
Well, what the hell, I'm gonna let it happen to me
Yeah

[Chorus]
Shake it out, shake it out
Shake it out, shake it out (Oh whoa)
Shake it out, shake it out
Shake it out, shake it out, (Oh whoa)
And it's hard to dance with a devil on your back
So shake him off, oh whoa
Shake it out, shake it out
Shake it out, shake it out
Shake it out, shake it out, oh whoa
Shake it out, shake it out
Shake it out, shake it out, oh whoa
And it's hard to dance with a devil on your back
So shake him off, oh whoa
Shake it out, shake it out
(Ooh ooh ooh)
Shake it out, shake it out
Shake it out, shake it out
(Ooh ooh ooh ooh ooh ooh ooh)
Shake it out, shake it out
Shake it out, shake it out
(Ooh ooh ooh)
And it's hard to dance with a devil on your back
So shake him off
(Ooh ooh ooh ooh ooh ooh ooh)
Shake it out, shake it out
Shake it out, shake it out
(Ooh ooh ooh)
Shake it out, shake it out
Shake it out, shake it out
(Ooh ooh ooh ooh ooh ooh ooh)
And it's hard to dance with a devil on your back
So shake him off
(Ooh ooh ooh)
Shake it out, shake it out
[Outro]
Shake it out, shake it out
Shake it out, shake it out
Shake it out, shake it out
Shake it out, shake it outEmbed",regrets collect like old friends here to relive your darkest moments i can see no way i can see no way and all of the ghouls come out to play and every demon wants his pound of flesh but i like to keep some things to myself i like to keep my issues drawn its always darkest before the dawn and ive been a fool and ive been blind ive been blind i can never leave the past behind i can see no way i can see no way im always dragging that horse around all of his questions such a mournful sound sound tonight im gonna bury that horse in the ground ground i like to keep my issues drawn but its always darkest before the dawn  shake it out shake it out shake it out shake it out oh whoa shake it out shake it out shake it out shake it out oh whoa and its hard to dance with a devil on your back so shake him off oh whoa shake it out shake it out  and i am done with my graceless heart so tonight im gonna cut it out and then restart i like to keep my issues drawn its always darkest before the dawn  shake it out shake it out shake it out shake it out oh whoa shake it out shake it out shake it out shake it out oh whoa and its hard to dance with a devil on your back so shake him off oh whoa shake it out shake it out shake him off its hard to dance with a devil on your back shake him off and given half the chance would i take any of it back shake him off its a fine romance but its left me so undone shake him off its always darkest before the dawn oh whoa oh whoa  and im damned if i do and im damned if i dont so heres to drinks in the dark at the end of my rope and im ready to suffer and im ready to hope its a shot in the dark aimed right at my throat cause looking for heaven found the devil in me oh whoa looking for heaven found the devil in me oh whoa well what the hell im gonna let it happen to me yeah  shake it out shake it out shake it out shake it out oh whoa shake it out shake it out shake it out shake it out  oh whoa and its hard to dance with a devil on your back so shake him off oh whoa shake it out shake it out shake it out shake it out shake it out shake it out oh whoa shake it out shake it out shake it out shake it out oh whoa and its hard to dance with a devil on your back so shake him off oh whoa shake it out shake it out ooh ooh ooh shake it out shake it out shake it out shake it out ooh ooh ooh ooh ooh ooh ooh shake it out shake it out shake it out shake it out ooh ooh ooh and its hard to dance with a devil on your back so shake him off ooh ooh ooh ooh ooh ooh ooh shake it out shake it out shake it out shake it out ooh ooh ooh shake it out shake it out shake it out shake it out ooh ooh ooh ooh ooh ooh ooh and its hard to dance with a devil on your back so shake him off ooh ooh ooh shake it out shake it out  shake it out shake it out shake it out shake it out shake it out shake it out shake it out shake it out,0.04,0.07,0.65,0.06,0.17,"{'neg': 0.348, 'neu': 0.587, 'pos': 0.066, 'compound': -0.9996}",-0.9996,neg
