artist,title,lyrics,cleaned_lyrics
Taylor Swift,Love Story (Taylor’s Version),"91 ContributorsTranslationsMagyarEspañolСрпскиPortuguêsDeutschTürkçeFrançaisItalianoAfrikaansFrançaisPolskiУкраїнськаالعربيةLove Story (Taylor’s Version) Lyrics[Verse 1]
We were both young when I first saw you
I close my eyes and the flashback starts
I'm standing there
On a balcony in summer air
See the lights, see the party, the ball gowns
See you make your way through the crowd
And say, ""Hello""
Little did I know

[Pre-Chorus]
That you were Romeo, you were throwing pebbles
And my daddy said, ""Stay away from Juliet""
And I was crying on the staircase
Begging you, ""Please don't go,"" and I said

[Chorus]
Romeo, take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story, baby, just say, ""Yes""

[Verse 2]
So I sneak out to the garden to see you
We keep quiet 'cause we're dead if they knew
So close your eyes
Escape this town for a little while, oh, oh
See Taylor Swift LiveGet tickets as low as $72You might also like[Pre-Chorus]
'Cause you were Romeo, I was a scarlet letter
And my daddy said, ""Stay away from Juliet""
But you were everything to me
I was begging you, ""Please don't go,"" and I said

[Chorus]
Romeo, take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story, baby, just say, ""Yes""
Romeo, save me, they're trying to tell me how to feel
This love is difficult, but it's real
Don't be afraid, we'll make it out of this mess
It's a love story, baby, just say, ""Yes""

[Post-Chorus]
Oh, oh

[Bridge]
But I got tired of waiting
Wondering if you were ever coming around
My faith in you was fading
When I met you on the outskirts of town

[Chorus]
And I said, ""Romeo, save me, I've been feeling so alone
I keep waiting for you, but you never come
Is this in my head? I don't know what to think""
He knelt to the ground and pulled out a ring, and said
""Marry me, Juliet, you'll never have to be alone
I love you and that's all I really know
I talked to your dad, go pick out a white dress
It's a love story, baby, just say, 'Yes'""
[Outro]
Oh, oh, oh
Oh, oh, oh
'Cause we were both young when I first saw you47Embed",we were both young when i first saw you i close my eyes and the flashback starts im standing there on a balcony in summer air see the lights see the party the ball gowns see you make your way through the crowd and say hello little did i know  that you were romeo you were throwing pebbles and my daddy said stay away from juliet and i was crying on the staircase begging you please dont go and i said  romeo take me somewhere we can be alone ill be waiting all theres left to do is run youll be the prince and ill be the princess its a love story baby just say yes  so i sneak out to the garden to see you we keep quiet cause were dead if they knew so close your eyes escape this town for a little while oh oh  cause you were romeo i was a scarlet letter and my daddy said stay away from juliet but you were everything to me i was begging you please dont go and i said  romeo take me somewhere we can be alone ill be waiting all theres left to do is run youll be the prince and ill be the princess its a love story baby just say yes romeo save me theyre trying to tell me how to feel this love is difficult but its real dont be afraid well make it out of this mess its a love story baby just say yes  oh oh  but i got tired of waiting wondering if you were ever coming around my faith in you was fading when i met you on the outskirts of town  and i said romeo save me ive been feeling so alone i keep waiting for you but you never come is this in my head i dont know what to think he knelt to the ground and pulled out a ring and said marry me juliet youll never have to be alone i love you and thats all i really know i talked to your dad go pick out a white dress its a love story baby just say yes  oh oh oh oh oh oh cause we were both young when i first saw you
Taylor Swift,Red (Taylor’s Version),"50 ContributorsTranslationsItalianoAfrikaansFrançaisHrvatskiEspañolTürkçeEspañolPortuguêsHebrewMagyarPolskiУкраїнськаRed (Taylor’s Version) Lyrics[Verse 1]
Loving him is like driving a new Maserati down a dead-end street
Faster than the wind, passionate as sin, ending so suddenly
Loving him is like trying to change your mind once you're already flying through the free fall
Like the colors in autumn, so bright just before they lose it all

[Chorus]
Losing him was blue like I'd never known
Missing him was dark gray, all alone (Woah)
Forgetting him was like tryin' to know somebody you never met
But loving him was red (Red, red)
(Red, red)
But loving him was red (Red, red)
(Red, red)

[Verse 2]
Touching him was like realizing all you ever wanted was right there in front of you
Memorizing him was as easy as knowing all the words to your old favorite song
Fighting with him was like trying to solve a crossword and realizing there's no right answer
Regretting him was like wishing you never found out that love could be that strong

[Chorus]
Losing him was blue like I'd never known
Missing him was dark gray, all alone (Woah)
Forgetting him was like tryin' to know somebody you never met
But loving him was red (Red, red)
Oh, red (Red, red)
Burning red (Red, red)
(Red, red)
See Taylor Swift LiveGet tickets as low as $72You might also like[Bridge]
Remembering him comes in flashbacks and echoes
Tell myself it's time now, gotta let go
But moving on from him is impossible when I still see it all in my head
In burning red
Burning, it was red

[Chorus]
Oh, losing him was blue like I'd never known
Missing him was dark gray, all alone (Woah)
Forgetting him was like tryin' to know somebody you never met
'Cause loving him was red (Red, red)
Yeah, yeah, red (Red, red)
Oh, burning red (Red, red)
(Red, red)

[Post-Chorus]
And that's why he's spinning 'round in my head (Red, red)
Comes back to me, burning red (Red, red)
(Red, red)
Yeah, yeah (Red, red)

[Outro]
His love was like driving a new Maserati down a dead-end street22Embed",loving him is like driving a new maserati down a dead end street faster than the wind passionate as sin ending so suddenly loving him is like trying to change your mind once youre already flying through the free fall like the colors in autumn so bright just before they lose it all  losing him was blue like id never known missing him was dark gray all alone woah forgetting him was like tryin to know somebody you never met but loving him was red red red  red red but loving him was red red red  red red touching him was like realizing all you ever wanted was right there in front of you memorizing him was as easy as knowing all the words to your old favorite song fighting with him was like trying to solve a crossword and realizing theres no right answer regretting him was like wishing you never found out that love could be that strong  losing him was blue like id never known missing him was dark gray all alone woah forgetting him was like tryin to know somebody you never met but loving him was red red red oh red red red burning red red red  red red  remembering him comes in flashbacks and echoes tell myself its time now gotta let go but moving on from him is impossible when i still see it all in my head in burning red burning it was red  oh losing him was blue like id never known missing him was dark gray all alone woah forgetting him was like tryin to know somebody you never met cause loving him was red red red yeah yeah red red red oh burning red red red  red red and thats why hes spinning round in my head red red comes back to me burning red red red  red red yeah yeah red red his love was like driving a new maserati down a dead end street
Taylor Swift,Red,"74 ContributorsTranslationsFrançaisEspañolPortuguêsRed Lyrics[Verse 1]
Loving him is like driving a new Maserati down a dead-end street
Faster than the wind, passionate as sin, ending so suddenly
Loving him is like trying to change your mind once you're already flying through the free fall
Like the colors in autumn, so bright just before they lose it all

[Chorus]
Losing him was blue like I'd never known
Missing him was dark gray, all alone
Forgetting him was like trying to know somebody you've never met
But loving him was red

[Post-Chorus]
(Red, red)
(Red, red)
Loving him was red
(Red, red)
(Red, red)

[Verse 2]
Touching him was like realizing all you ever wanted was right there in front of you
Memorizing him was as easy as knowing all the words to your old favorite song
Fighting with him was like trying to solve a crossword and realizing there's no right answer
Regretting him was like wishing you never found out that love could be that strong

[Chorus]
Losing him was blue like I'd never known
Missing him was dark gray, all alone (Whoa)
Forgetting him was like trying to know somebody you've never met
But loving him was red
See Taylor Swift LiveGet tickets as low as $72You might also like[Post-Chorus]
(Red, red)
Oh, red (Red, red)
Burning red (Red, red)
(Red, red)

[Bridge]
Remembering him comes in flashbacks and echoes
Tell myself it's time now, gotta let go
But moving on from him is impossible
When I still see it all in my head
In burning red
Burning, it was red

[Chorus]
Oh, losing him was blue like I'd never known
Missing him was dark gray, all alone (Whoa)
Forgetting him was like trying to know somebody you've never met
'Cause loving him was red

[Post-Chorus]
(Red, red) Yeah, yeah, red (Red, red)
Burning red (Red, red)
(Red, red)

[Breakdown]
And that's why (Red, red) he's spinning 'round in my head
Comes back to me (Red, red), burning red
(Red, red) Yeah, yeah
(Red, red)
[Outro]
His love was like driving a new Maserati down a dead-end street104Embed",loving him is like driving a new maserati down a dead end street faster than the wind passionate as sin ending so suddenly loving him is like trying to change your mind once youre already flying through the free fall like the colors in autumn so bright just before they lose it all  losing him was blue like id never known missing him was dark gray all alone forgetting him was like trying to know somebody youve never met but loving him was red red red  red red loving him was red red red  red red touching him was like realizing all you ever wanted was right there in front of you memorizing him was as easy as knowing all the words to your old favorite song fighting with him was like trying to solve a crossword and realizing theres no right answer regretting him was like wishing you never found out that love could be that strong  losing him was blue like id never known missing him was dark gray all alone whoa forgetting him was like trying to know somebody youve never met but loving him was red   red red oh red red red burning red red red  red red remembering him comes in flashbacks and echoes tell myself its time now gotta let go but moving on from him is impossible when i still see it all in my head in burning red burning it was red  oh losing him was blue like id never known missing him was dark gray all alone whoa forgetting him was like trying to know somebody youve never met cause loving him was red red red yeah yeah red red red burning red red red  red red and thats why red red hes spinning round in my head comes back to me red red  burning red red red yeah yeah red red  his love was like driving a new maserati down a dead end street
Taylor Swift,Back to December,"98 ContributorsTranslationsFrançaisAfrikaansEspañolPortuguêsBack to December Lyrics[Verse 1]
I'm so glad you made time to see me
How's life? Tell me, how's your family?
I haven't seen them in a while
You've been good, busier than ever
We small talk, work and the weather
Your guard is up and I know why

[Pre-Chorus]
Because the last time you saw me
Is still burned in the back of your mind
You gave me roses and I left them there to die

[Chorus]
So this is me swallowing my pride
Standin' in front of you sayin', ""I'm sorry for that night""
And I go back to December all the time
It turns out freedom ain't nothing but missin' you
Wishin' I'd realized what I had when you were mine
I go back to December, turn around and make it alright
I go back to December all the time

[Verse 2]
These days, I haven't been sleeping
Stayin' up, playing back myself leavin'
When your birthday passed and I didn't call
Then I think about summer, all the beautiful times
I watched you laughing from the passenger side
And realized I loved you in the fall
See Taylor Swift LiveGet tickets as low as $72You might also like[Pre-Chorus]
And then the cold came, the dark days
When fear crept into my mind
You gave me all your love and all I gave you was goodbye

[Chorus]
So this is me swallowing my pride
Standin' in front of you, sayin', ""I'm sorry for that night""
And I go back to December all the time
It turns out freedom ain't nothing but missin' you
Wishin' I'd realized what I had when you were mine
I go back to December, turn around and change my own mind
I go back to December all the time

[Bridge]
I miss your tanned skin, your sweet smile
So good to me, so right
And how you held me in your arms that September night
The first time you ever saw me cry
Maybe this is wishful thinkin'
Probably mindless dreaming
But if we loved again, I swear I'd love you right
I'd go back in time and change it, but I can't
So, if the chain is on your door, I understand

[Chorus]
But this is me swallowing my pride
Standin' in front of you, sayin', ""I'm sorry for that night""
And I go back to December
It turns out freedom ain't nothing but missin' you
Wishin' I'd realized what I had when you were mine
I go back to December, turn around and make it alright
I go back to December, turn around and change my own mind
I go back to December all the time
[Outro]
All the time81Embed",im so glad you made time to see me hows life tell me hows your family i havent seen them in a while youve been good busier than ever we small talk work and the weather your guard is up and i know why  because the last time you saw me is still burned in the back of your mind you gave me roses and i left them there to die  so this is me swallowing my pride standin in front of you sayin im sorry for that night and i go back to december all the time it turns out freedom aint nothing but missin you wishin id realized what i had when you were mine i go back to december turn around and make it alright i go back to december all the time  these days i havent been sleeping stayin up playing back myself leavin when your birthday passed and i didnt call then i think about summer all the beautiful times i watched you laughing from the passenger side and realized i loved you in the fall  and then the cold came the dark days when fear crept into my mind you gave me all your love and all i gave you was goodbye  so this is me swallowing my pride standin in front of you sayin im sorry for that night and i go back to december all the time it turns out freedom aint nothing but missin you wishin id realized what i had when you were mine i go back to december turn around and change my own mind i go back to december all the time  i miss your tanned skin your sweet smile so good to me so right and how you held me in your arms that september night the first time you ever saw me cry maybe this is wishful thinkin probably mindless dreaming but if we loved again i swear id love you right id go back in time and change it but i cant so if the chain is on your door i understand  but this is me swallowing my pride standin in front of you sayin im sorry for that night and i go back to december it turns out freedom aint nothing but missin you wishin id realized what i had when you were mine i go back to december turn around and make it alright i go back to december turn around and change my own mind i go back to december all the time  all the time
Taylor Swift,I Knew You Were Trouble (Taylor’s Version),"49 ContributorsTranslationsTürkçeEspañolСрпскиPortuguêsفارسیFrançaisItalianoChinese TraditionalPolskiMagyarI Knew You Were Trouble (Taylor’s Version) Lyrics[Verse 1]
Once upon a time, a few mistakes ago
I was in your sights, you got me alone
You found me, you found me, you found me-e-e-e-e
I guess you didn't care and I guess I liked that
And when I fell hard, you took a step back
Without me, without me, without me-e-e-e-e-e

[Pre-Chorus]
And he's long gone when he's next to me
And I realize the blame is on me

[Chorus]
'Cause I knew you werе trouble when you walked in
So shamе on me now
Flew me to places I'd never been
'Til you put me down, oh
I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been
Now I'm lyin' on the cold hard ground

[Post-Chorus]
Oh, oh
Trouble, trouble, trouble
Oh, oh
Trouble, trouble, trouble
See Taylor Swift LiveGet tickets as low as $72You might also like[Verse 2]
No apologies, he'll never see you cry
Pretends he doesn't know that he's the reason why
You're drowning, you're drowning, you're drowning-ing-ing-ing-ing
And I heard you moved on from whispers on the street
A new notch in your belt is all I'll ever be
And now I see, now I see, now I see-e-e-e-e-e

[Pre-Chorus]
He was long gone when he met me
And I realize the joke is on me, hey

[Chorus]
I knew you were trouble when you walked in (Oh)
So shame on me now
Flew me to places I'd never been
'Til you put me down, oh
I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been (Yeah)
Now I'm lyin' on the cold hard ground

[Post-Chorus]
Oh, oh (Yeah)
Trouble, trouble, trouble (Trouble)
Oh, oh
Trouble, trouble, trouble
[Bridge]
And the saddest fear
Comes creepin' in
That you never loved me
Or her or anyone or anything, yeah

[Chorus]
I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been (Never been)
'Til you put me down, oh
I knew you were trouble when you walked in (I knew it right there)
So shame on me now (I knew it right there)
Flew me to places I'd never been (Woah)
Now I'm lyin' on the cold hard ground

[Post-Chorus]
Oh, oh
Trouble, trouble, trouble (Oh)
Oh, oh
Trouble, trouble, trouble (Trouble)

[Outro]
'Cause I knew you were trouble when you walked in
Trouble, trouble, trouble
'Cause I knew you were trouble when you walked in
Trouble, trouble, trouble23Embed",once upon a time a few mistakes ago i was in your sights you got me alone you found me you found me you found me e e e e i guess you didnt care and i guess i liked that and when i fell hard you took a step back without me without me without me e e e e e  and hes long gone when hes next to me and i realize the blame is on me  cause i knew you werе trouble when you walked in so shamе on me now flew me to places id never been til you put me down oh i knew you were trouble when you walked in so shame on me now flew me to places id never been now im lyin on the cold hard ground  oh oh trouble trouble trouble oh oh trouble trouble trouble  no apologies hell never see you cry pretends he doesnt know that hes the reason why youre drowning youre drowning youre drowning ing ing ing ing and i heard you moved on from whispers on the street a new notch in your belt is all ill ever be and now i see now i see now i see e e e e e  he was long gone when he met me and i realize the joke is on me hey  i knew you were trouble when you walked in oh so shame on me now flew me to places id never been til you put me down oh i knew you were trouble when you walked in so shame on me now flew me to places id never been yeah now im lyin on the cold hard ground  oh oh yeah trouble trouble trouble trouble oh oh trouble trouble trouble  and the saddest fear comes creepin in that you never loved me or her or anyone or anything yeah  i knew you were trouble when you walked in so shame on me now flew me to places id never been never been til you put me down oh i knew you were trouble when you walked in i knew it right there so shame on me now i knew it right there flew me to places id never been woah now im lyin on the cold hard ground  oh oh trouble trouble trouble oh oh oh trouble trouble trouble trouble cause i knew you were trouble when you walked in trouble trouble trouble cause i knew you were trouble when you walked in trouble trouble trouble
Taylor Swift,Fearless,"45 ContributorsTranslationsEspañolPortuguêsFrançaisFearless Lyrics[Verse 1]
There's something 'bout the way
The street looks when it's just rained
There's a glow off the pavement, you walk me to the car
And you know I wanna ask you to dance right there
In the middle of the parking lot, yeah
Oh, yeah

[Verse 2]
We're driving down the road, I wonder if you know
I'm trying so hard not to get caught up now
But you're just so cool, run your hands through your hair
Absentmindedly making me want you

[Chorus]
And I don't know how it gets better than this
You take my hand and drag me head first, fearless
And I don't know why but with you, I'd dance
In a storm in my best dress, fearless

[Verse 3]
So, baby, drive slow 'til we run out of road
In this one horse town, I wanna stay right here
In this passenger's seat
You put your eyes on me
In this moment now, capture it, remember it
See Taylor Swift LiveGet tickets as low as $72You might also like[Chorus]
'Cause I don't know how it gets better than this
You take my hand and drag me head first, fearless
And I don't know why but with you, I'd dance
In a storm in my best dress, fearless

[Bridge]
Well, you stood there with me in the doorway
My hands shake, I'm not usually this way but
You pull me in and I'm a little more brave
It's the first kiss, it's flawless, really something
It's fearless
Oh, yeah

[Chorus]
'Cause I don't know how it gets better than this
You take my hand and drag me head first, fearless
And I don't know why but with you, I'd dance
In a storm in my best dress, fearless
'Cause I don't know how it gets better than this
You take my hand and drag me head first, fearless
And I don't know why but with you, I'd dance
In a storm in my best dress, fearless

[Outro]
Oh, oh
Oh, yeah38Embed",theres something bout the way the street looks when its just rained theres a glow off the pavement you walk me to the car and you know i wanna ask you to dance right there in the middle of the parking lot yeah oh yeah  were driving down the road i wonder if you know im trying so hard not to get caught up now but youre just so cool run your hands through your hair absentmindedly making me want you  and i dont know how it gets better than this you take my hand and drag me head first fearless and i dont know why but with you id dance in a storm in my best dress fearless  so baby drive slow til we run out of road in this one horse town i wanna stay right here in this passengers seat you put your eyes on me in this moment now capture it remember it  cause i dont know how it gets better than this you take my hand and drag me head first fearless and i dont know why but with you id dance in a storm in my best dress fearless  well you stood there with me in the doorway my hands shake im not usually this way but you pull me in and im a little more brave its the first kiss its flawless really something its fearless oh yeah  cause i dont know how it gets better than this you take my hand and drag me head first fearless and i dont know why but with you id dance in a storm in my best dress fearless cause i dont know how it gets better than this you take my hand and drag me head first fearless and i dont know why but with you id dance in a storm in my best dress fearless  oh oh oh yeah
Taylor Swift,Our Song,"57 ContributorsTranslationsAfrikaansFrançaisPolskiPortuguêsOur Song Lyrics[Verse 1]
I was ridin' shotgun with my hair undone
In the front seat of his car
He's got a one-hand feel on the steering wheel
The other on my heart
I look around, turn the radio down
He says, ""Baby, is something wrong?""
I say, ""Nothin', I was just thinkin'
How we don't have a song""
And he says

[Chorus]
Our song is a slamming screen door
Sneakin' out late, tapping on your window
When we're on the phone and you talk real slow
'Cause it's late and your mama don't know
Our song is the way you laugh
The first date, ""Man, I didn't kiss her and I should have""
And when I got home, 'fore I said, ""Amen""
Askin' God if he could play it again

[Verse 2]
I was walking up the front porch steps
After everything that day
Had gone all wrong and been trampled on
And lost and thrown away
Got to the hallway, well on my way to my lovin' bed
I almost didn't notice all the roses
And the note that said
See Taylor Swift LiveGet tickets as low as $72You might also like[Chorus]
Our song is a slamming screen door
Sneakin' out late, tapping on your window
When we're on the phone and you talk real slow
'Cause it's late and your mama don't know
Our song is the way you laugh
The first date, ""Man, I didn't kiss her and I should have""
And when I got home, 'fore I said, ""Amen""
Askin' God if he could play it again

[Post-Chorus]
Da-da-da-da

[Bridge]
I've heard every album, listened to the radio
Waited for somethin' to come along
That was as good as our song

[Chorus]
'Cause our song is a slamming screen door
Sneakin' out late, tapping on his window
When we're on the phone and he talks real slow
'Cause it's late and his mama don't know
Our song is the way he laughs
The first date, ""Man, I didn't kiss him and I should have""
And when I got home, 'fore I said, ""Amen""
Askin' God if he could play it again
[Post-Chorus]
Play it again, oh yeah
Oh-oh, yeah

[Outro]
I was ridin' shotgun with my hair undone
In the front seat of his car
I grabbed a pen and an old napkin
And I wrote down our song36Embed",i was ridin shotgun with my hair undone in the front seat of his car hes got a one hand feel on the steering wheel the other on my heart i look around turn the radio down he says baby is something wrong i say nothin i was just thinkin how we dont have a song and he says  our song is a slamming screen door sneakin out late tapping on your window when were on the phone and you talk real slow cause its late and your mama dont know our song is the way you laugh the first date man i didnt kiss her and i should have and when i got home fore i said amen askin god if he could play it again  i was walking up the front porch steps after everything that day had gone all wrong and been trampled on and lost and thrown away got to the hallway well on my way to my lovin bed i almost didnt notice all the roses and the note that said  our song is a slamming screen door sneakin out late tapping on your window when were on the phone and you talk real slow cause its late and your mama dont know our song is the way you laugh the first date man i didnt kiss her and i should have and when i got home fore i said amen askin god if he could play it again  da da da da  ive heard every album listened to the radio waited for somethin to come along that was as good as our song  cause our song is a slamming screen door sneakin out late tapping on his window when were on the phone and he talks real slow cause its late and his mama dont know our song is the way he laughs the first date man i didnt kiss him and i should have and when i got home fore i said amen askin god if he could play it again  play it again oh yeah oh oh yeah  i was ridin shotgun with my hair undone in the front seat of his car i grabbed a pen and an old napkin and i wrote down our song
Taylor Swift,Treacherous,"66 ContributorsTranslationsFrançaisEspañolPortuguêsTreacherous Lyrics[Verse 1]
Put your lips close to mine
As long as they don't touch
Out of focus, eye to eye
'Til the gravity's too much
And I'll do anything you say
If you say it with your hands
And I'd be smart to walk away
But you're quicksand

[Chorus]
This slope is treacherous
This path is reckless
This slope is treacherous
And I-I-I like it

[Verse 2]
I can't decide if it's a choice
Getting swept away
I hear the sound of my own voice
Asking you to stay
And all we are is skin and bone
Trained to get along
Forever going with the flow
But you're friction
See Taylor Swift LiveGet tickets as low as $72You might also like[Chorus]
This slope is treacherous
This path is reckless
This slope is treacherous
I, I, I like it

[Bridge]
Two headlights shine through the sleepless night
And I will get you, get you alone
Your name has echoed through my mind
And I just think you should, think you should know
That nothing safe is worth the drive
And I would follow you, follow you home
I'll follow you, follow you home

[Chorus]
This hope is treacherous
This daydream is dangerous
This hope is treacherous
I-I-I, I-I-I, I-I-I

[Bridge]
Two headlights shine through the sleepless night
And I will get you, get you alone
Your name has echoed through my mind
And I just think you should, think you should know
That nothing safe is worth the drive
And I would follow you, follow you home
I'll follow you, follow you home
I'll follow you, follow you home
I'll follow you, follow you home
[Outro]
This slope is treacherous
I-I-I like it31Embed",put your lips close to mine as long as they dont touch out of focus eye to eye til the gravitys too much and ill do anything you say if you say it with your hands and id be smart to walk away but youre quicksand  this slope is treacherous this path is reckless this slope is treacherous and i i i like it  i cant decide if its a choice getting swept away i hear the sound of my own voice asking you to stay and all we are is skin and bone trained to get along forever going with the flow but youre friction  this slope is treacherous this path is reckless this slope is treacherous i i i like it  two headlights shine through the sleepless night and i will get you get you alone your name has echoed through my mind and i just think you should think you should know that nothing safe is worth the drive and i would follow you follow you home ill follow you follow you home  this hope is treacherous this daydream is dangerous this hope is treacherous i i i i i i i i i  two headlights shine through the sleepless night and i will get you get you alone your name has echoed through my mind and i just think you should think you should know that nothing safe is worth the drive and i would follow you follow you home ill follow you follow you home ill follow you follow you home ill follow you follow you home  this slope is treacherous i i i like it
Taylor Swift,Sparks Fly,"53 ContributorsTranslationsAfrikaansEspañolСрпскиFrançaisPortuguêsSparks Fly Lyrics[Verse 1]
The way you move is like a full on rainstorm and I'm a house of cards
You're the kind of reckless that should send me runnin'
But I kinda know that I won't get far
And you stood there in front of me, just close enough to touch
Close enough to hope you couldn't see what I was thinkin' of

[Chorus]
Drop everything now, meet me in the pouring rain
Kiss me on the sidewalk, take away the pain
'Cause I see sparks fly whenever you smile
Get me with those green eyes, baby, as the lights go down
Give me something that'll haunt me when you're not around
'Cause I see sparks fly whenever you smile

[Verse 2]
My mind forgets to remind me you're a bad idea
You touch me once and it's really somethin'
You find I'm even better than you imagined I would be
I'm on my guard for the rest of the world
But with you, I know it's no good
And I could wait patiently, but I really wish you would

[Chorus]
Drop everything now, meet me in the pouring rain
Kiss me on the sidewalk, take away the pain
'Cause I see sparks fly whenever you smile
Get me with those green eyes, baby, as the lights go down
Give me something that'll haunt me when you're not around
'Cause I see sparks fly whenever you smile
See Taylor Swift LiveGet tickets as low as $72You might also like[Bridge]
I run my fingers through your hair and watch the lights go wild
Just keep on keepin' your eyes on me, it's just wrong enough to make it feel right
And lead me up the staircase, won't you whisper soft and slow?
I'm captivated by you, baby, like a firework show

[Chorus]
Drop everything now, meet me in the pouring rain
Kiss me on the sidewalk (Ah-ah), take away the pain
'Cause I see sparks fly whenever you smile
Get me with those green eyes, baby, as the lights go down
Give me something that'll haunt me when you're not around
'Cause I see sparks fly whenever you smile

[Outro]
And the sparks fly
Oh, baby, smile
And the sparks fly44Embed",the way you move is like a full on rainstorm and im a house of cards youre the kind of reckless that should send me runnin but i kinda know that i wont get far and you stood there in front of me just close enough to touch close enough to hope you couldnt see what i was thinkin of  drop everything now meet me in the pouring rain kiss me on the sidewalk take away the pain cause i see sparks fly whenever you smile get me with those green eyes baby as the lights go down give me something thatll haunt me when youre not around cause i see sparks fly whenever you smile  my mind forgets to remind me youre a bad idea you touch me once and its really somethin you find im even better than you imagined i would be im on my guard for the rest of the world but with you i know its no good and i could wait patiently but i really wish you would  drop everything now meet me in the pouring rain kiss me on the sidewalk take away the pain cause i see sparks fly whenever you smile get me with those green eyes baby as the lights go down give me something thatll haunt me when youre not around cause i see sparks fly whenever you smile  i run my fingers through your hair and watch the lights go wild just keep on keepin your eyes on me its just wrong enough to make it feel right and lead me up the staircase wont you whisper soft and slow im captivated by you baby like a firework show  drop everything now meet me in the pouring rain kiss me on the sidewalk ah ah  take away the pain cause i see sparks fly whenever you smile get me with those green eyes baby as the lights go down give me something thatll haunt me when youre not around cause i see sparks fly whenever you smile  and the sparks fly oh baby smile and the sparks fly
Taylor Swift,Message In A Bottle (Taylor’s Version) [From The Vault],"90 ContributorsTranslationsEspañolPortuguêsفارسیChinese TraditionalAfrikaansFrançaisСрпски日本語ItalianoRomânăHebrewPolskiहिन्दीTürkçeMagyarMessage In A Bottle (Taylor’s Version) [From The Vault] Lyrics[Verse 1]
I know that you like me
And it's kinda frightenin' standin' here waitin', waitin'
And I became hypnotized
By freckles and bright eyes, tongue-tied

[Pre-Chorus]
But now, you're so far away and I'm down
Feelin' like a face in the crowd
I'm reachin' for you, terrified

[Chorus]
'Cause you could be the one that I love
I could be the one that you dream of
A message in a bottle is all I can do
Standin' here, hopin' it gets to you
You could be the one that I keep, and I
I could be the reason you can't sleep at night
A mеssage in a bottle is all I can do
Standin' herе, hopin' it gets to you

[Verse 2]
These days I'm restless
Workdays are endless, look how you made me, made me
But time moves faster
Replayin' your laughter, disaster
See Taylor Swift LiveGet tickets as low as $72You might also like[Pre-Chorus]
'Cause now, you're so far away and I'm down
Feelin' like a face in the crowd
I'm reachin' for you, terrified, 'cause

[Chorus]
'Cause you could be the one that I love
I could be the one that you dream of
A message in a bottle is all I can do
Standin' here, hopin' it gets to you (It gets to you)
You could be the one that I keep, and I (Ah)
I could be the reason you can't sleep at night (At)
A message in a bottle is all I can do
Standin' here, hopin' it gets to you

[Bridge]
How is it in London? (London)
Where were you while I'm wonderin' (Wonderin')
If I'll ever see you again?
You could be the one that I love, mm-mm
And now I'm standin' here, hopin' it gets to you

[Chorus]
'Cause you could be the one that I love (Yeah, yeah)
I could be the one that you dream of (Of)
A message in a bottle is all I can do
Standin' here, hopin' it gets to you (It gets to you)
You could be the one that I keep, and I
I could be the reason you can't sleep at night (I can't sleep at night)
A message in a bottle is all I can do (Yeah, yeah)
Standin' here, hopin' it gets to you (Yeah, yeah)
[Outro]
(Love) You could be the one that I love
(Love) You could be the one that I love
(Love) My love
And now I'm standin' here, hopin' this gets to you30Embed",i know that you like me and its kinda frightenin standin here waitin waitin and i became hypnotized by freckles and bright eyes tongue tied  but now youre so far away and im down feelin like a face in the crowd im reachin for you terrified  cause you could be the one that i love i could be the one that you dream of a message in a bottle is all i can do standin here hopin it gets to you you could be the one that i keep and i i could be the reason you cant sleep at night a mеssage in a bottle is all i can do standin herе hopin it gets to you  these days im restless workdays are endless look how you made me made me but time moves faster replayin your laughter disaster  cause now youre so far away and im down feelin like a face in the crowd im reachin for you terrified cause  cause you could be the one that i love i could be the one that you dream of a message in a bottle is all i can do standin here hopin it gets to you it gets to you you could be the one that i keep and i ah i could be the reason you cant sleep at night at a message in a bottle is all i can do standin here hopin it gets to you  how is it in london  london where were you while im wonderin wonderin if ill ever see you again you could be the one that i love mm mm and now im standin here hopin it gets to you  cause you could be the one that i love yeah yeah i could be the one that you dream of of a message in a bottle is all i can do standin here hopin it gets to you it gets to you you could be the one that i keep and i i could be the reason you cant sleep at night i cant sleep at night a message in a bottle is all i can do yeah yeah standin here hopin it gets to you yeah yeah love you could be the one that i love love you could be the one that i love love my love and now im standin here hopin this gets to you
